idcidade,Municipio,idm_ioibge,Area_MUN,idestado,estado,idmicro,mic_regiao,idmeso,mes_regiao,capital,populacao,fonte,NomeDSEI,StatusDSEI,NumDSEI
BR210462,Governador Luiz Rocha,2104628,373.164,BR21,MA,BR21012,Presidente Dutra,BR2103,Centro Maranhense,0,7626,IBGE (2015), ,,0
BR210465,Governador Newton Bello,2104651,1144.069,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,10011,IBGE (2015),Maranhão,Integral,1
BR210467,Governador Nunes Freire,2104677,1037.13,BR21,MA,BR21007,Gurupi,BR2102,Oeste Maranhense,0,25117,IBGE (2015), ,,0
BR210470,Graça Aranha,2104701,271.445,BR21,MA,BR21012,Presidente Dutra,BR2103,Centro Maranhense,0,6142,IBGE (2015), ,,0
BR210480,Grajaú,2104800,8863.57,BR21,MA,BR21011,Alto Mearim e Grajaú,BR2103,Centro Maranhense,0,67626,IBGE (2015),Maranhão,Integral,1
BR210490,Guimarães,2104909,595.382,BR21,MA,BR21001,Litoral Ocidental Maranhense,BR2101,Norte Maranhense,0,11827,IBGE (2015), ,,0
BR210500,Humberto de Campos,2105005,2131.247,BR21,MA,BR21004,Lençóis Maranhenses,BR2101,Norte Maranhense,0,27976,IBGE (2015), ,,0
BR210510,Icatu,2105104,1448.778,BR21,MA,BR21003,Rosário,BR2101,Norte Maranhense,0,26452,IBGE (2015), ,,0
BR210515,Igarapé do Meio,2105153,368.685,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,13774,IBGE (2015),Maranhão,Integral,1
BR210520,Igarapé Grande,2105203,374.248,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,11628,IBGE (2015), ,,0
BR210530,Imperatriz,2105302,1368.987,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,253123,IBGE (2015), ,,0
BR210535,Itaipava do Grajaú,2105351,1238.914,BR21,MA,BR21011,Alto Mearim e Grajaú,BR2103,Centro Maranhense,0,15609,IBGE (2015),Maranhão,Integral,1
BR210540,Itapecuru Mirim,2105401,1471.438,BR21,MA,BR21006,Itapecuru Mirim,BR2101,Norte Maranhense,0,66433,IBGE (2015),Maranhão,Integral,1
BR210542,Itinga do Maranhão,2105427,3581.723,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,25440,IBGE (2015), ,,0
BR210545,Jatobá,2105450,591.384,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,9819,IBGE (2015), ,,0
BR210547,Jenipapo dos Vieiras,2105476,1962.899,BR21,MA,BR21011,Alto Mearim e Grajaú,BR2103,Centro Maranhense,0,16124,IBGE (2015),Maranhão,Integral,1
BR210550,João Lisboa,2105500,1135.211,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,23232,IBGE (2015), ,,0
BR210560,Joselândia,2105609,703.513,BR21,MA,BR21011,Alto Mearim e Grajaú,BR2103,Centro Maranhense,0,15827,IBGE (2015), ,,0
BR210565,Junco do Maranhão,2105658,555.088,BR21,MA,BR21007,Gurupi,BR2102,Oeste Maranhense,0,3431,IBGE (2015), ,,0
BR210570,Lago da Pedra,2105708,1240.446,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,48992,IBGE (2015), ,,0
BR210580,Lago do Junco,2105807,328.525,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,10602,IBGE (2015), ,,0
BR210590,Lago Verde,2105906,623.237,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,15893,IBGE (2015), ,,0
BR210592,Lagoa do Mato,2105922,1512.985,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,11020,IBGE (2015), ,,0
BR210594,Lago dos Rodrigues,2105948,220.776,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,8716,IBGE (2015), ,,0
BR210596,Lagoa Grande do Maranhão,2105963,744.201,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,11111,IBGE (2015), ,,0
BR210598,Lajeado Novo,2105989,1047.733,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,7359,IBGE (2015),Maranhão,Integral,1
BR210600,Lima Campos,2106003,321.932,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,11642,IBGE (2015), ,,0
BR210610,Loreto,2106102,3596.843,BR21,MA,BR21021,Chapadas das Mangabeiras,BR2105,Sul Maranhense,0,11871,IBGE (2015), ,,0
BR210620,Luís Domingues,2106201,464.06,BR21,MA,BR21007,Gurupi,BR2102,Oeste Maranhense,0,6788,IBGE (2015), ,,0
BR210630,Magalhães de Almeida,2106300,433.151,BR21,MA,BR21013,Baixo Parnaíba Maranhense,BR2104,Leste Maranhense,0,19267,IBGE (2015), ,,0
BR210632,Maracaçumé,2106326,635.824,BR21,MA,BR21007,Gurupi,BR2102,Oeste Maranhense,0,20815,IBGE (2015), ,,0
BR210635,Marajá do Sena,2106359,1402.594,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,7658,IBGE (2015), ,,0
BR210637,Maranhãozinho,2106375,760.947,BR21,MA,BR21007,Gurupi,BR2102,Oeste Maranhense,0,15734,IBGE (2015),Maranhão,Integral,1
BR210640,Mata Roma,2106409,548.414,BR21,MA,BR21014,Chapadinha,BR2104,Leste Maranhense,0,16375,IBGE (2015), ,,0
BR210650,Matinha,2106508,408.727,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,22822,IBGE (2015), ,,0
BR210660,Matões,2106607,2107.403,BR21,MA,BR21017,Caxias,BR2104,Leste Maranhense,0,32988,IBGE (2015), ,,0
BR210663,Matões do Norte,2106631,794.651,BR21,MA,BR21006,Itapecuru Mirim,BR2101,Norte Maranhense,0,16169,IBGE (2015), ,,0
BR210667,Milagres do Maranhão,2106672,634.734,BR21,MA,BR21014,Chapadinha,BR2104,Leste Maranhense,0,8284,IBGE (2015), ,,0
BR210670,Mirador,2106706,8521.084,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,20596,IBGE (2015), ,,0
BR210675,Miranda do Norte,2106755,341.107,BR21,MA,BR21006,Itapecuru Mirim,BR2101,Norte Maranhense,0,27507,IBGE (2015),Maranhão,Integral,1
BR210680,Mirinzal,2106805,687.748,BR21,MA,BR21001,Litoral Ocidental Maranhense,BR2101,Norte Maranhense,0,14632,IBGE (2015), ,,0
BR210690,Monção,2106904,1271.505,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,32833,IBGE (2015), ,,0
BR210700,Montes Altos,2107001,1488.336,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,9026,IBGE (2015),Maranhão,Integral,1
BR210710,Morros,2107100,1715.17,BR21,MA,BR21003,Rosário,BR2101,Norte Maranhense,0,18938,IBGE (2015), ,,0
BR210720,Nina Rodrigues,2107209,572.507,BR21,MA,BR21006,Itapecuru Mirim,BR2101,Norte Maranhense,0,14012,IBGE (2015), ,,0
BR210725,Nova Colinas,2107258,743.106,BR21,MA,BR21021,Chapadas das Mangabeiras,BR2105,Sul Maranhense,0,5243,IBGE (2015), ,,0
BR210730,Nova Iorque,2107308,976.872,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,4592,IBGE (2015), ,,0
BR210735,Nova Olinda do Maranhão,2107357,2452.615,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,20393,IBGE (2015),Maranhão,Integral,1
BR210740,Olho D'Água das Cunhãs,2107407,695.333,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,19080,IBGE (2015), ,,0
BR210745,Olinda Nova do Maranhão,2107456,197.636,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,14299,IBGE (2015), ,,0
BR210750,Paço do Lumiar,2107506,122.828,BR21,MA,BR21002,Aglomeração Urbana de São Luís,BR2101,Norte Maranhense,0,117877,IBGE (2015), ,,0
BR210760,Palmeirândia,2107605,532.164,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,19288,IBGE (2015), ,,0
BR210770,Paraibano,2107704,530.517,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,20892,IBGE (2015), ,,0
BR210780,Parnarama,2107803,3240.491,BR21,MA,BR21017,Caxias,BR2104,Leste Maranhense,0,34146,IBGE (2015), ,,0
BR210790,Passagem Franca,2107902,1358.327,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,18549,IBGE (2015), ,,0
BR210800,Pastos Bons,2108009,1635.317,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,18999,IBGE (2015), ,,0
BR210805,Paulino Neves,2108058,979.178,BR21,MA,BR21004,Lençóis Maranhenses,BR2101,Norte Maranhense,0,15609,IBGE (2015), ,,0
BR210810,Paulo Ramos,2108108,1168.609,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,20612,IBGE (2015),Maranhão,Parcial,1
BR210820,Pedreiras,2108207,261.723,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,38506,IBGE (2015), ,,0
BR210825,Pedro do Rosário,2108256,1749.885,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,24475,IBGE (2015), ,,0
BR210830,Penalva,2108306,768.714,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,37255,IBGE (2015), ,,0
BR210840,Peri Mirim,2108405,398.72,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,14019,IBGE (2015), ,,0
BR210845,Peritoró,2108454,824.725,BR21,MA,BR21015,Codó,BR2104,Leste Maranhense,0,22602,IBGE (2015), ,,0
BR210850,Pindaré-Mirim,2108504,273.526,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,32198,IBGE (2015),Maranhão,Integral,1
BR210860,Pinheiro,2108603,1512.965,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,81438,IBGE (2015), ,,0
BR210870,Pio XII,2108702,545.14,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,21164,IBGE (2015), ,,0
BR210880,Pirapemas,2108801,688.761,BR21,MA,BR21006,Itapecuru Mirim,BR2101,Norte Maranhense,0,18182,IBGE (2015), ,,0
BR210890,Poção de Pedras,2108900,990.413,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,17773,IBGE (2015), ,,0
BR210900,Porto Franco,2109007,1417.493,BR21,MA,BR21019,Porto Franco,BR2105,Sul Maranhense,0,23243,IBGE (2015), ,,0
BR210905,Porto Rico do Maranhão,2109056,218.831,BR21,MA,BR21001,Litoral Ocidental Maranhense,BR2101,Norte Maranhense,0,5877,IBGE (2015), ,,0
BR210910,Presidente Dutra,2109106,771.574,BR21,MA,BR21012,Presidente Dutra,BR2103,Centro Maranhense,0,46680,IBGE (2015), ,,0
BR210920,Presidente Juscelino,2109205,354.696,BR21,MA,BR21003,Rosário,BR2101,Norte Maranhense,0,12398,IBGE (2015), ,,0
BR210923,Presidente Médici,2109239,437.687,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,6831,IBGE (2015),Maranhão,Integral,1
BR210927,Presidente Sarney,2109270,724.154,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,18420,IBGE (2015), ,,0
BR210930,Presidente Vargas,2109304,459.36,BR21,MA,BR21006,Itapecuru Mirim,BR2101,Norte Maranhense,0,11302,IBGE (2015), ,,0
BR210940,Primeira Cruz,2109403,1367.676,BR21,MA,BR21004,Lençóis Maranhenses,BR2101,Norte Maranhense,0,14918,IBGE (2015), ,,0
BR210945,Raposa,2109452,66.28,BR21,MA,BR21002,Aglomeração Urbana de São Luís,BR2101,Norte Maranhense,0,29755,IBGE (2015), ,,0
BR210950,Riachão,2109502,6373.017,BR21,MA,BR21020,Gerais de Balsas,BR2105,Sul Maranhense,0,19846,IBGE (2015), ,,0
BR210955,Ribamar Fiquene,2109551,750.553,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,7609,IBGE (2015), ,,0
BR210960,Rosário,2109601,685.036,BR21,MA,BR21003,Rosário,BR2101,Norte Maranhense,0,41694,IBGE (2015), ,,0
BR210970,Sambaíba,2109700,2478.703,BR21,MA,BR21021,Chapadas das Mangabeiras,BR2105,Sul Maranhense,0,5554,IBGE (2015), ,,0
BR210975,Santa Filomena do Maranhão,2109759,623.214,BR21,MA,BR21011,Alto Mearim e Grajaú,BR2103,Centro Maranhense,0,7576,IBGE (2015), ,,0
BR210980,Santa Helena,2109809,2194.856,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,41009,IBGE (2015), ,,0
BR210990,Santa Inês,2109908,600.481,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,83238,IBGE (2015),Maranhão,Parcial,1
BR211000,Santa Luzia,2110005,4780.198,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,71067,IBGE (2015),Maranhão,Integral,1
BR211003,Santa Luzia do Paruá,2110039,1010.484,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,24663,IBGE (2015),Maranhão,Integral,1
BR211010,Santa Quitéria do Maranhão,2110104,1434.898,BR21,MA,BR21013,Baixo Parnaíba Maranhense,BR2104,Leste Maranhense,0,25041,IBGE (2015), ,,0
BR211020,Santa Rita,2110203,706.385,BR21,MA,BR21003,Rosário,BR2101,Norte Maranhense,0,35980,IBGE (2015),Maranhão,Integral,1
BR211023,Santana do Maranhão,2110237,932.021,BR21,MA,BR21013,Baixo Parnaíba Maranhense,BR2104,Leste Maranhense,0,12987,IBGE (2015), ,,0
BR211027,Santo Amaro do Maranhão,2110278,1601.18,BR21,MA,BR21004,Lençóis Maranhenses,BR2101,Norte Maranhense,0,15375,IBGE (2015), ,,0
BR211030,Santo Antônio dos Lopes,2110302,770.923,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,14253,IBGE (2015), ,,0
BR211040,São Benedito do Rio Preto,2110401,931.485,BR21,MA,BR21014,Chapadinha,BR2104,Leste Maranhense,0,18256,IBGE (2015), ,,0
BR211050,São Bento,2110500,468.892,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,45044,IBGE (2015), ,,0
BR211060,São Bernardo,2110609,1006.92,BR21,MA,BR21013,Baixo Parnaíba Maranhense,BR2104,Leste Maranhense,0,27817,IBGE (2015), ,,0
BR211065,São Domingos do Azeitão,2110658,960.932,BR21,MA,BR21021,Chapadas das Mangabeiras,BR2105,Sul Maranhense,0,7224,IBGE (2015), ,,0
BR211070,São Domingos do Maranhão,2110708,1151.978,BR21,MA,BR21012,Presidente Dutra,BR2103,Centro Maranhense,0,33707,IBGE (2015), ,,0
BR211080,São Félix de Balsas,2110807,2032.364,BR21,MA,BR21021,Chapadas das Mangabeiras,BR2105,Sul Maranhense,0,4518,IBGE (2015), ,,0
BR211085,São Francisco do Brejão,2110856,745.606,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,11444,IBGE (2015), ,,0
BR211090,São Francisco do Maranhão,2110906,2280.205,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,11966,IBGE (2015), ,,0
BR211100,São João Batista,2111003,690.683,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,20235,IBGE (2015), ,,0
BR211102,São João do Carú,2111029,908.077,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,15520,IBGE (2015),Maranhão,Integral,1
BR211105,São João do Paraíso,2111052,2053.843,BR21,MA,BR21019,Porto Franco,BR2105,Sul Maranhense,0,10949,IBGE (2015), ,,0
BR211107,São João do Soter,2111078,1438.067,BR21,MA,BR21017,Caxias,BR2104,Leste Maranhense,0,18095,IBGE (2015), ,,0
BR211110,São João dos Patos,2111102,1482.66,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,25371,IBGE (2015), ,,0
BR211120,São José de Ribamar,2111201,388.371,BR21,MA,BR21002,Aglomeração Urbana de São Luís,BR2101,Norte Maranhense,0,174267,IBGE (2015), ,,0
BR211125,São José dos Basílios,2111250,353.232,BR21,MA,BR21012,Presidente Dutra,BR2103,Centro Maranhense,0,7495,IBGE (2015), ,,0
BR211130,São Luís,2111300,834.785,BR21,MA,BR21002,Aglomeração Urbana de São Luís,BR2101,Norte Maranhense,1,1073893,IBGE (2015),Maranhão,Integral,1
BR211140,São Luís Gonzaga do Maranhão,2111409,909.162,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,18607,IBGE (2015), ,,0
BR211150,São Mateus do Maranhão,2111508,783.224,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,40574,IBGE (2015), ,,0
BR211153,São Pedro da Água Branca,2111532,720.452,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,12407,IBGE (2015), ,,0
BR211157,São Pedro dos Crentes,2111573,979.631,BR21,MA,BR21019,Porto Franco,BR2105,Sul Maranhense,0,4563,IBGE (2015), ,,0
BR211160,São Raimundo das Mangabeiras,2111607,3521.515,BR21,MA,BR21021,Chapadas das Mangabeiras,BR2105,Sul Maranhense,0,18406,IBGE (2015), ,,0
BR211163,São Raimundo do Doca Bezerra,2111631,419.352,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,5230,IBGE (2015), ,,0
BR211167,São Roberto,2111672,227.463,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,6529,IBGE (2015), ,,0
BR211170,São Vicente Ferrer,2111706,381.024,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,20678,IBGE (2015), ,,0
BR211172,Satubinha,2111722,441.811,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,13487,IBGE (2015), ,,0
BR211174,Senador Alexandre Costa,2111748,426.437,BR21,MA,BR21012,Presidente Dutra,BR2103,Centro Maranhense,0,10862,IBGE (2015), ,,0
BR211176,Senador La Rocque,2111763,738.548,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,14081,IBGE (2015), ,,0
BR211178,Serrano do Maranhão,2111789,1165.86,BR21,MA,BR21001,Litoral Ocidental Maranhense,BR2101,Norte Maranhense,0,10859,IBGE (2015), ,,0
BR211180,Sítio Novo,2111805,3114.871,BR21,MA,BR21011,Alto Mearim e Grajaú,BR2103,Centro Maranhense,0,17663,IBGE (2015),Maranhão,Parcial,1
BR211190,Sucupira do Norte,2111904,1074.436,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,10434,IBGE (2015), ,,0
BR211195,Sucupira do Riachão,2111953,863.909,BR21,MA,BR21018,Chapadas do Alto Itapecuru,BR2104,Leste Maranhense,0,5537,IBGE (2015), ,,0
BR211200,Tasso Fragoso,2112001,4382.975,BR21,MA,BR21020,Gerais de Balsas,BR2105,Sul Maranhense,0,8303,IBGE (2015), ,,0
BR211210,Timbiras,2112100,1486.584,BR21,MA,BR21015,Codó,BR2104,Leste Maranhense,0,28511,IBGE (2015), ,,0
BR211220,Timon,2112209,1764.61,BR21,MA,BR21017,Caxias,BR2104,Leste Maranhense,0,164869,IBGE (2015), ,,0
BR211223,Trizidela do Vale,2112233,262.42,BR21,MA,BR21010,Médio Mearim,BR2103,Centro Maranhense,0,20891,IBGE (2015), ,,0
BR211227,Tufilândia,2112274,271.007,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,5716,IBGE (2015),Maranhão,Integral,1
BR211230,Tuntum,2112308,3369.123,BR21,MA,BR21011,Alto Mearim e Grajaú,BR2103,Centro Maranhense,0,40844,IBGE (2015), ,,0
BR211240,Turiaçu,2112407,2578.497,BR21,MA,BR21007,Gurupi,BR2102,Oeste Maranhense,0,34826,IBGE (2015), ,,0
BR211245,Turilândia,2112456,1511.857,BR21,MA,BR21007,Gurupi,BR2102,Oeste Maranhense,0,24907,IBGE (2015), ,,0
BR211250,Tutóia,2112506,1651.65,BR21,MA,BR21004,Lençóis Maranhenses,BR2101,Norte Maranhense,0,57253,IBGE (2015), ,,0
BR211260,Urbano Santos,2112605,1708.294,BR21,MA,BR21014,Chapadinha,BR2104,Leste Maranhense,0,32316,IBGE (2015), ,,0
BR211270,Vargem Grande,2112704,1957.751,BR21,MA,BR21006,Itapecuru Mirim,BR2101,Norte Maranhense,0,54845,IBGE (2015), ,,0
BR211280,Viana,2112803,1168.443,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,51249,IBGE (2015), ,,0
BR211285,Vila Nova dos Martírios,2112852,1188.781,BR21,MA,BR21009,Imperatriz,BR2102,Oeste Maranhense,0,12954,IBGE (2015), ,,0
BR211290,Vitória do Mearim,2112902,716.719,BR21,MA,BR21005,Baixada Maranhense,BR2101,Norte Maranhense,0,32046,IBGE (2015),Maranhão,Integral,1
BR211300,Vitorino Freire,2113009,1193.385,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,30917,IBGE (2015), ,,0
BR211400,Zé Doca,2114007,2140.112,BR21,MA,BR21008,Pindaré,BR2102,Oeste Maranhense,0,50507,IBGE (2015),Maranhão,Integral,1
BR220005,Acauã,2200053,1279.586,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,6933,IBGE (2015), ,,0
BR220010,Agricolândia,2200103,112.425,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,5078,IBGE (2015), ,,0
BR220020,Água Branca,2200202,97.041,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,17010,IBGE (2015), ,,0
BR220025,Alagoinha do Piauí,2200251,535.807,BR22,PI,BR22014,Pio IX,BR2204,Sudeste Piauiense,0,7501,IBGE (2015), ,,0
BR220027,Alegrete do Piauí,2200277,259.789,BR22,PI,BR22014,Pio IX,BR2204,Sudeste Piauiense,0,4832,IBGE (2015), ,,0
BR220030,Alto Longá,2200301,1737.836,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,14006,IBGE (2015), ,,0
BR220040,Altos,2200400,957.655,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,39715,IBGE (2015), ,,0
BR220045,Alvorada do Gurguéia,2200459,2131.921,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,5278,IBGE (2015), ,,0
BR220050,Amarante,2200509,1155.205,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,17312,IBGE (2015), ,,0
BR220060,Angical do Piauí,2200608,223.435,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,6692,IBGE (2015), ,,0
BR220070,Anísio de Abreu,2200707,337.877,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,9597,IBGE (2015), ,,0
BR220080,Antônio Almeida,2200806,645.745,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,3103,IBGE (2015), ,,0
BR220090,Aroazes,2200905,821.663,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,5763,IBGE (2015), ,,0
BR220095,Aroeiras do Itaim,2200954,257.162,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,2460,IBGE (2015), ,,0
BR220100,Arraial,2201002,682.76,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,4670,IBGE (2015), ,,0
BR220105,Assunção do Piauí,2201051,1690.703,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,7686,IBGE (2015), ,,0
BR220110,Avelino Lopes,2201101,1305.522,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,11433,IBGE (2015), ,,0
BR220115,Baixa Grande do Ribeiro,2201150,7808.924,BR22,PI,BR22007,Alto Parnaíba Piauiense,BR2203,Sudoeste Piauiense,0,11218,IBGE (2015), ,,0
BR220117,Barra D'Alcântara,2201176,263.382,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,3887,IBGE (2015), ,,0
BR220120,Barras,2201200,1719.798,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,46072,IBGE (2015), ,,0
BR220130,Barreiras do Piauí,2201309,2028.304,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,3287,IBGE (2015), ,,0
BR220140,Barro Duro,2201408,159.429,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,6935,IBGE (2015), ,,0
BR220150,Batalha,2201507,1588.901,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,26331,IBGE (2015), ,,0
BR220155,Bela Vista do Piauí,2201556,499.393,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,3919,IBGE (2015), ,,0
BR220157,Belém do Piauí,2201572,243.531,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,3464,IBGE (2015), ,,0
BR220160,Beneditinos,2201606,788.584,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,10027,IBGE (2015), ,,0
BR220170,Bertolínia,2201705,1225.335,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,5402,IBGE (2015), ,,0
BR220173,Betânia do Piauí,2201739,580.913,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,6097,IBGE (2015), ,,0
BR220177,Boa Hora,2201770,337.568,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,6599,IBGE (2015), ,,0
BR220180,Bocaina,2201804,268.576,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,4436,IBGE (2015), ,,0
BR220190,Bom Jesus,2201903,5469.182,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,24327,IBGE (2015), ,,0
BR220191,Bom Princípio do Piauí,2201919,521.572,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,5497,IBGE (2015), ,,0
BR220192,Bonfim do Piauí,2201929,289.209,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,5549,IBGE (2015), ,,0
BR220194,Boqueirão do Piauí,2201945,278.297,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,6380,IBGE (2015), ,,0
BR220196,Brasileira,2201960,880.911,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,8159,IBGE (2015), ,,0
BR220198,Brejo do Piauí,2201988,2267.326,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,3871,IBGE (2015), ,,0
BR220200,Buriti dos Lopes,2202000,691.178,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,19415,IBGE (2015), ,,0
BR220202,Buriti dos Montes,2202026,2634.061,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,8188,IBGE (2015), ,,0
BR220205,Cabeceiras do Piauí,2202059,608.525,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,10325,IBGE (2015), ,,0
BR220207,Cajazeiras do Piauí,2202075,514.364,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,3471,IBGE (2015), ,,0
