idcidade,Municipio,idm_ioibge,Area_MUN,idestado,estado,idmicro,mic_regiao,idmeso,mes_regiao,capital,populacao,fonte,NomeDSEI,StatusDSEI,NumDSEI
BR316500,São Tiago,3165008,572.4,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,11017,IBGE (2015), ,,0
BR316510,São Tomás de Aquino,3165107,277.928,BR31,MG,BR31048,São Sebastião do Paraíso,BR3110,Sul/Sudoeste de Minas,0,7238,IBGE (2015), ,,0
BR316520,São Thomé das Letras,3165206,369.747,BR31,MG,BR31050,Varginha,BR3110,Sul/Sudoeste de Minas,0,7037,IBGE (2015), ,,0
BR316530,São Vicente de Minas,3165305,392.651,BR31,MG,BR31055,Andrelândia,BR3110,Sul/Sudoeste de Minas,0,7552,IBGE (2015), ,,0
BR316540,Sapucaí-Mirim,3165404,285.073,BR31,MG,BR31052,Pouso Alegre,BR3110,Sul/Sudoeste de Minas,0,6739,IBGE (2015), ,,0
BR316550,Sardoá,3165503,141.904,BR31,MG,BR31035,Guanhães,BR3108,Vale do Rio Doce,0,6083,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316553,Sarzedo,3165537,62.134,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,29889,IBGE (2015), ,,0
BR316555,Setubinha,3165552,534.655,BR31,MG,BR31015,Teófilo Otoni,BR3104,Vale do Mucuri,0,11837,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316556,Sem-Peixe,3165560,176.634,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,2814,IBGE (2015), ,,0
BR316557,Senador Amaral,3165578,151.097,BR31,MG,BR31052,Pouso Alegre,BR3110,Sul/Sudoeste de Minas,0,5419,IBGE (2015), ,,0
BR316560,Senador Cortes,3165602,98.336,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,2047,IBGE (2015), ,,0
BR316570,Senador Firmino,3165701,166.495,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,7700,IBGE (2015), ,,0
BR316580,Senador José Bento,3165800,93.892,BR31,MG,BR31052,Pouso Alegre,BR3110,Sul/Sudoeste de Minas,0,1735,IBGE (2015), ,,0
BR316590,Senador Modestino Gonçalves,3165909,952.055,BR31,MG,BR31010,Diamantina,BR3103,Jequitinhonha,0,4484,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316600,Senhora de Oliveira,3166006,170.749,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,5879,IBGE (2015), ,,0
BR316610,Senhora do Porto,3166105,381.328,BR31,MG,BR31035,Guanhães,BR3108,Vale do Rio Doce,0,3599,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316620,Senhora dos Remédios,3166204,237.815,BR31,MG,BR31059,Barbacena,BR3111,Campo das Vertentes,0,10585,IBGE (2015), ,,0
BR316630,Sericita,3166303,166.012,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,7406,IBGE (2015), ,,0
BR316640,Seritinga,3166402,114.769,BR31,MG,BR31055,Andrelândia,BR3110,Sul/Sudoeste de Minas,0,1865,IBGE (2015), ,,0
BR316650,Serra Azul de Minas,3166501,218.595,BR31,MG,BR31028,Conceição do Mato Dentro,BR3107,Metropolitana de Belo Horizonte,0,4363,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316660,Serra da Saudade,3166600,335.659,BR31,MG,BR31026,Bom Despacho,BR3106,Central Mineira,0,818,IBGE (2015), ,,0
BR316670,Serra dos Aimorés,3166709,213.561,BR31,MG,BR31016,Nanuque,BR3104,Vale do Mucuri,0,8767,IBGE (2015), ,,0
BR316680,Serra do Salitre,3166808,1295.272,BR31,MG,BR31019,Patrocínio,BR3105,Triângulo Mineiro/Alto Paranaíba,0,11325,IBGE (2015), ,,0
BR316690,Serrania,3166907,209.27,BR31,MG,BR31049,Alfenas,BR3110,Sul/Sudoeste de Minas,0,7796,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316695,Serranópolis de Minas,3166956,551.954,BR31,MG,BR31004,Janaúba,BR3102,Norte de Minas,0,4712,IBGE (2015), ,,0
BR316700,Serranos,3167004,213.173,BR31,MG,BR31055,Andrelândia,BR3110,Sul/Sudoeste de Minas,0,2030,IBGE (2015), ,,0
BR316710,Serro,3167103,1217.813,BR31,MG,BR31028,Conceição do Mato Dentro,BR3107,Metropolitana de Belo Horizonte,0,21427,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316720,Sete Lagoas,3167202,536.644,BR31,MG,BR31027,Sete Lagoas,BR3107,Metropolitana de Belo Horizonte,0,232107,IBGE (2015), ,,0
BR316730,Silveirânia,3167301,157.456,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,2282,IBGE (2015), ,,0
BR316740,Silvianópolis,3167400,312.166,BR31,MG,BR31053,Santa Rita do Sapucaí,BR3110,Sul/Sudoeste de Minas,0,6283,IBGE (2015), ,,0
BR316750,Simão Pereira,3167509,135.689,BR31,MG,BR31065,Juiz de Fora,BR3112,Zona da Mata,0,2640,IBGE (2015), ,,0
BR316760,Simonésia,3167608,486.543,BR31,MG,BR31061,Manhuaçu,BR3112,Zona da Mata,0,19421,IBGE (2015), ,,0
BR316770,Sobrália,3167707,206.787,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,5842,IBGE (2015), ,,0
BR316780,Soledade de Minas,3167806,196.866,BR31,MG,BR31054,São Lourenço,BR3110,Sul/Sudoeste de Minas,0,6055,IBGE (2015), ,,0
BR316790,Tabuleiro,3167905,211.084,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,4021,IBGE (2015), ,,0
BR316800,Taiobeiras,3168002,1220.046,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,33315,IBGE (2015), ,,0
BR316805,Taparuba,3168051,193.082,BR31,MG,BR31041,Aimorés,BR3108,Vale do Rio Doce,0,3203,IBGE (2015), ,,0
BR316810,Tapira,3168101,1179.248,BR31,MG,BR31023,Araxá,BR3105,Triângulo Mineiro/Alto Paranaíba,0,4542,IBGE (2015), ,,0
BR316820,Tapiraí,3168200,407.92,BR31,MG,BR31042,Piuí,BR3109,Oeste de Minas,0,1922,IBGE (2015), ,,0
BR316830,Taquaraçu de Minas,3168309,329.287,BR31,MG,BR31031,Itabira,BR3107,Metropolitana de Belo Horizonte,0,4030,IBGE (2015), ,,0
BR316840,Tarumirim,3168408,731.753,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,14672,IBGE (2015), ,,0
BR316850,Teixeiras,3168507,166.735,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,11793,IBGE (2015), ,,0
BR316860,Teófilo Otoni,3168606,3242.27,BR31,MG,BR31015,Teófilo Otoni,BR3104,Vale do Mucuri,0,141046,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316870,Timóteo,3168705,144.381,BR31,MG,BR31039,Ipatinga,BR3108,Vale do Rio Doce,0,87542,IBGE (2015), ,,0
BR316880,Tiradentes,3168804,83.047,BR31,MG,BR31058,São João del Rei,BR3111,Campo das Vertentes,0,7640,IBGE (2015), ,,0
BR316890,Tiros,3168903,2091.774,BR31,MG,BR31020,Patos de Minas,BR3105,Triângulo Mineiro/Alto Paranaíba,0,6871,IBGE (2015), ,,0
BR316900,Tocantins,3169000,173.866,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,16637,IBGE (2015), ,,0
BR316905,Tocos do Moji,3169059,114.705,BR31,MG,BR31052,Pouso Alegre,BR3110,Sul/Sudoeste de Minas,0,4124,IBGE (2015), ,,0
BR316910,Toledo,3169109,136.776,BR31,MG,BR31052,Pouso Alegre,BR3110,Sul/Sudoeste de Minas,0,6153,IBGE (2015), ,,0
BR316920,Tombos,3169208,285.125,BR31,MG,BR31063,Muriaé,BR3112,Zona da Mata,0,9033,IBGE (2015), ,,0
BR316930,Três Corações,3169307,828.038,BR31,MG,BR31050,Varginha,BR3110,Sul/Sudoeste de Minas,0,77921,IBGE (2015), ,,0
BR316935,Três Marias,3169356,2678.253,BR31,MG,BR31024,Três Marias,BR3106,Central Mineira,0,31028,IBGE (2015), ,,0
BR316940,Três Pontas,3169406,689.794,BR31,MG,BR31050,Varginha,BR3110,Sul/Sudoeste de Minas,0,56649,IBGE (2015), ,,0
BR316950,Tumiritinga,3169505,500.073,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,6669,IBGE (2015), ,,0
BR316960,Tupaciguara,3169604,1823.96,BR31,MG,BR31018,Uberlândia,BR3105,Triângulo Mineiro/Alto Paranaíba,0,25363,IBGE (2015), ,,0
BR316970,Turmalina,3169703,1153.111,BR31,MG,BR31011,Capelinha,BR3103,Jequitinhonha,0,19454,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR316980,Turvolândia,3169802,221.0,BR31,MG,BR31053,Santa Rita do Sapucaí,BR3110,Sul/Sudoeste de Minas,0,4964,IBGE (2015), ,,0
BR316990,Ubá,3169901,407.452,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,111012,IBGE (2015), ,,0
BR317000,Ubaí,3170008,820.524,BR31,MG,BR31007,Montes Claros,BR3102,Norte de Minas,0,12397,IBGE (2015), ,,0
BR317005,Ubaporanga,3170057,189.045,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,12558,IBGE (2015), ,,0
BR317010,Uberaba,3170107,4523.957,BR31,MG,BR31022,Uberaba,BR3105,Triângulo Mineiro/Alto Paranaíba,0,322126,IBGE (2015), ,,0
BR317020,Uberlândia,3170206,4115.206,BR31,MG,BR31018,Uberlândia,BR3105,Triângulo Mineiro/Alto Paranaíba,0,662362,IBGE (2015), ,,0
BR317030,Umburatiba,3170305,405.834,BR31,MG,BR31016,Nanuque,BR3104,Vale do Mucuri,0,2727,IBGE (2015), ,,0
BR317040,Unaí,3170404,8448.082,BR31,MG,BR31001,Unaí,BR3101,Noroeste de Minas,0,82887,IBGE (2015), ,,0
BR317043,União de Minas,3170438,1147.407,BR31,MG,BR31021,Frutal,BR3105,Triângulo Mineiro/Alto Paranaíba,0,4474,IBGE (2015), ,,0
BR317047,Uruana de Minas,3170479,598.221,BR31,MG,BR31001,Unaí,BR3101,Noroeste de Minas,0,3336,IBGE (2015), ,,0
BR317050,Urucânia,3170503,138.792,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,10585,IBGE (2015), ,,0
BR317052,Urucuia,3170529,2076.942,BR31,MG,BR31003,Januária,BR3102,Norte de Minas,0,15556,IBGE (2015), ,,0
BR317057,Vargem Alegre,3170578,116.664,BR31,MG,BR31040,Caratinga,BR3108,Vale do Rio Doce,0,6634,IBGE (2015), ,,0
BR317060,Vargem Bonita,3170602,409.888,BR31,MG,BR31042,Piuí,BR3109,Oeste de Minas,0,2213,IBGE (2015), ,,0
BR317065,Vargem Grande do Rio Pardo,3170651,491.512,BR31,MG,BR31005,Salinas,BR3102,Norte de Minas,0,4989,IBGE (2015), ,,0
BR317070,Varginha,3170701,395.396,BR31,MG,BR31050,Varginha,BR3110,Sul/Sudoeste de Minas,0,132353,IBGE (2015), ,,0
BR317075,Varjão de Minas,3170750,651.61,BR31,MG,BR31002,Paracatu,BR3101,Noroeste de Minas,0,6762,IBGE (2015), ,,0
BR317080,Várzea da Palma,3170800,2220.279,BR31,MG,BR31006,Pirapora,BR3102,Norte de Minas,0,38534,IBGE (2015), ,,0
BR317090,Varzelândia,3170909,814.994,BR31,MG,BR31007,Montes Claros,BR3102,Norte de Minas,0,19702,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR317100,Vazante,3171006,1913.396,BR31,MG,BR31002,Paracatu,BR3101,Noroeste de Minas,0,20652,IBGE (2015), ,,0
BR317103,Verdelândia,3171030,1570.582,BR31,MG,BR31007,Montes Claros,BR3102,Norte de Minas,0,9056,IBGE (2015), ,,0
BR317107,Veredinha,3171071,631.691,BR31,MG,BR31011,Capelinha,BR3103,Jequitinhonha,0,5773,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR317110,Veríssimo,3171105,1031.823,BR31,MG,BR31022,Uberaba,BR3105,Triângulo Mineiro/Alto Paranaíba,0,3826,IBGE (2015), ,,0
BR317115,Vermelho Novo,3171154,115.242,BR31,MG,BR31060,Ponte Nova,BR3112,Zona da Mata,0,4883,IBGE (2015), ,,0
BR317120,Vespasiano,3171204,71.08,BR31,MG,BR31030,Belo Horizonte,BR3107,Metropolitana de Belo Horizonte,0,118557,IBGE (2015), ,,0
BR317130,Viçosa,3171303,299.418,BR31,MG,BR31062,Viçosa,BR3112,Zona da Mata,0,77318,IBGE (2015), ,,0
BR317140,Vieiras,3171402,112.691,BR31,MG,BR31063,Muriaé,BR3112,Zona da Mata,0,3765,IBGE (2015), ,,0
BR317150,Mathias Lobato,3171501,172.297,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,3373,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR317160,Virgem da Lapa,3171600,868.914,BR31,MG,BR31012,Araçuaí,BR3103,Jequitinhonha,0,14030,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR317170,Virgínia,3171709,326.515,BR31,MG,BR31056,Itajubá,BR3110,Sul/Sudoeste de Minas,0,8867,IBGE (2015), ,,0
BR317180,Virginópolis,3171808,439.878,BR31,MG,BR31035,Guanhães,BR3108,Vale do Rio Doce,0,10810,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR317190,Virgolândia,3171907,281.022,BR31,MG,BR31037,Governador Valadares,BR3108,Vale do Rio Doce,0,5664,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR317200,Visconde do Rio Branco,3172004,243.351,BR31,MG,BR31064,Ubá,BR3112,Zona da Mata,0,41182,IBGE (2015), ,,0
BR317210,Volta Grande,3172103,205.552,BR31,MG,BR31066,Cataguases,BR3112,Zona da Mata,0,5288,IBGE (2015), ,,0
BR317220,Wenceslau Braz,3172202,102.487,BR31,MG,BR31056,Itajubá,BR3110,Sul/Sudoeste de Minas,0,2617,IBGE (2015), ,,0
BR320010,Afonso Cláudio,3200102,941.188,BR32,ES,BR32007,Afonso Cláudio,BR3203,Central Espírito-Santense,0,32454,IBGE (2015), ,,0
BR320013,Águia Branca,3200136,454.448,BR32,ES,BR32002,Nova Venécia,BR3201,Noroeste Espírito-Santense,0,10065,IBGE (2015), ,,0
BR320016,Água Doce do Norte,3200169,473.729,BR32,ES,BR32001,Barra de São Francisco,BR3201,Noroeste Espírito-Santense,0,12025,IBGE (2015), ,,0
BR320020,Alegre,3200201,772.0,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,32205,IBGE (2015), ,,0
BR320030,Alfredo Chaves,3200300,615.791,BR32,ES,BR32010,Guarapari,BR3203,Central Espírito-Santense,0,14973,IBGE (2015), ,,0
BR320035,Alto Rio Novo,3200359,227.626,BR32,ES,BR32003,Colatina,BR3201,Noroeste Espírito-Santense,0,7934,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320040,Anchieta,3200409,411.898,BR32,ES,BR32010,Guarapari,BR3203,Central Espírito-Santense,0,27624,IBGE (2015), ,,0
BR320050,Apiacá,3200508,193.988,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,7924,IBGE (2015), ,,0
BR320060,Aracruz,3200607,1423.874,BR32,ES,BR32006,Linhares,BR3202,Litoral Norte Espírito-Santense,0,95056,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320070,Atilio Vivacqua,3200706,223.447,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,11181,IBGE (2015), ,,0
BR320080,Baixo Guandu,3200805,916.931,BR32,ES,BR32003,Colatina,BR3201,Noroeste Espírito-Santense,0,31467,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320090,Barra de São Francisco,3200904,941.796,BR32,ES,BR32001,Barra de São Francisco,BR3201,Noroeste Espírito-Santense,0,44599,IBGE (2015), ,,0
BR320100,Boa Esperança,3201001,428.501,BR32,ES,BR32002,Nova Venécia,BR3201,Noroeste Espírito-Santense,0,15318,IBGE (2015), ,,0
BR320110,Bom Jesus do Norte,3201100,89.084,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,10176,IBGE (2015), ,,0
BR320115,Brejetuba,3201159,354.404,BR32,ES,BR32007,Afonso Cláudio,BR3203,Central Espírito-Santense,0,12755,IBGE (2015), ,,0
BR320120,Cachoeiro de Itapemirim,3201209,878.179,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,208702,IBGE (2015), ,,0
BR320130,Cariacica,3201308,279.859,BR32,ES,BR32009,Vitória,BR3203,Central Espírito-Santense,0,381802,IBGE (2015), ,,0
BR320140,Castelo,3201407,664.062,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,37829,IBGE (2015), ,,0
BR320150,Colatina,3201506,1416.804,BR32,ES,BR32003,Colatina,BR3201,Noroeste Espírito-Santense,0,122646,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320160,Conceição da Barra,3201605,1184.944,BR32,ES,BR32005,São Mateus,BR3202,Litoral Norte Espírito-Santense,0,31127,IBGE (2015), ,,0
BR320170,Conceição do Castelo,3201704,369.231,BR32,ES,BR32007,Afonso Cláudio,BR3203,Central Espírito-Santense,0,12766,IBGE (2015), ,,0
BR320180,Divino de São Lourenço,3201803,173.881,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,4649,IBGE (2015), ,,0
BR320190,Domingos Martins,3201902,1228.353,BR32,ES,BR32007,Afonso Cláudio,BR3203,Central Espírito-Santense,0,34416,IBGE (2015), ,,0
BR320200,Dores do Rio Preto,3202009,159.296,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,6890,IBGE (2015), ,,0
BR320210,Ecoporanga,3202108,2285.371,BR32,ES,BR32001,Barra de São Francisco,BR3201,Noroeste Espírito-Santense,0,24271,IBGE (2015), ,,0
BR320220,Fundão,3202207,288.724,BR32,ES,BR32006,Linhares,BR3202,Litoral Norte Espírito-Santense,0,19985,IBGE (2015), ,,0
BR320225,Governador Lindenberg,3202256,359.977,BR32,ES,BR32003,Colatina,BR3201,Noroeste Espírito-Santense,0,12284,IBGE (2015), ,,0
BR320230,Guaçuí,3202306,468.343,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,30685,IBGE (2015), ,,0
BR320240,Guarapari,3202405,591.815,BR32,ES,BR32010,Guarapari,BR3203,Central Espírito-Santense,0,119802,IBGE (2015), ,,0
BR320245,Ibatiba,3202454,240.538,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,25244,IBGE (2015), ,,0
BR320250,Ibiraçu,3202504,201.248,BR32,ES,BR32006,Linhares,BR3202,Litoral Norte Espírito-Santense,0,12358,IBGE (2015), ,,0
BR320255,Ibitirama,3202553,330.876,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,9386,IBGE (2015), ,,0
BR320260,Iconha,3202603,203.528,BR32,ES,BR32010,Guarapari,BR3203,Central Espírito-Santense,0,13788,IBGE (2015), ,,0
BR320265,Irupi,3202652,184.547,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,13096,IBGE (2015), ,,0
BR320270,Itaguaçu,3202702,534.633,BR32,ES,BR32008,Santa Teresa,BR3203,Central Espírito-Santense,0,14829,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320280,Itapemirim,3202801,561.882,BR32,ES,BR32013,Itapemirim,BR3204,Sul Espírito-Santense,0,34272,IBGE (2015), ,,0
BR320290,Itarana,3202900,295.628,BR32,ES,BR32008,Santa Teresa,BR3203,Central Espírito-Santense,0,11289,IBGE (2015), ,,0
BR320300,Iúna,3203007,460.586,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,29585,IBGE (2015), ,,0
BR320305,Jaguaré,3203056,659.751,BR32,ES,BR32005,São Mateus,BR3202,Litoral Norte Espírito-Santense,0,28644,IBGE (2015), ,,0
BR320310,Jerônimo Monteiro,3203106,161.98,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,11876,IBGE (2015), ,,0
BR320313,João Neiva,3203130,284.734,BR32,ES,BR32006,Linhares,BR3202,Litoral Norte Espírito-Santense,0,17022,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320316,Laranja da Terra,3203163,458.37,BR32,ES,BR32007,Afonso Cláudio,BR3203,Central Espírito-Santense,0,11438,IBGE (2015), ,,0
BR320320,Linhares,3203205,3504.137,BR32,ES,BR32006,Linhares,BR3202,Litoral Norte Espírito-Santense,0,163662,IBGE (2015), ,,0
BR320330,Mantenópolis,3203304,321.422,BR32,ES,BR32001,Barra de São Francisco,BR3201,Noroeste Espírito-Santense,0,15121,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320332,Marataízes,3203320,133.075,BR32,ES,BR32013,Itapemirim,BR3204,Sul Espírito-Santense,0,37923,IBGE (2015), ,,0
BR320334,Marechal Floriano,3203346,285.379,BR32,ES,BR32007,Afonso Cláudio,BR3203,Central Espírito-Santense,0,16127,IBGE (2015), ,,0
BR320335,Marilândia,3203353,309.018,BR32,ES,BR32003,Colatina,BR3201,Noroeste Espírito-Santense,0,12353,IBGE (2015), ,,0
BR320340,Mimoso do Sul,3203403,869.434,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,27349,IBGE (2015), ,,0
BR320350,Montanha,3203502,1098.923,BR32,ES,BR32004,Montanha,BR3202,Litoral Norte Espírito-Santense,0,19224,IBGE (2015), ,,0
BR320360,Mucurici,3203601,540.19,BR32,ES,BR32004,Montanha,BR3202,Litoral Norte Espírito-Santense,0,5885,IBGE (2015), ,,0
BR320370,Muniz Freire,3203700,678.804,BR32,ES,BR32011,Alegre,BR3204,Sul Espírito-Santense,0,18909,IBGE (2015), ,,0
BR320380,Muqui,3203809,327.49,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,15626,IBGE (2015), ,,0
BR320390,Nova Venécia,3203908,1442.158,BR32,ES,BR32002,Nova Venécia,BR3201,Noroeste Espírito-Santense,0,50294,IBGE (2015), ,,0
BR320400,Pancas,3204005,829.937,BR32,ES,BR32003,Colatina,BR3201,Noroeste Espírito-Santense,0,23418,IBGE (2015), ,,0
BR320405,Pedro Canário,3204054,433.594,BR32,ES,BR32005,São Mateus,BR3202,Litoral Norte Espírito-Santense,0,26128,IBGE (2015), ,,0
BR320410,Pinheiros,3204104,973.136,BR32,ES,BR32004,Montanha,BR3202,Litoral Norte Espírito-Santense,0,26589,IBGE (2015), ,,0
BR320420,Piúma,3204203,74.822,BR32,ES,BR32010,Guarapari,BR3203,Central Espírito-Santense,0,20716,IBGE (2015), ,,0
BR320425,Ponto Belo,3204252,360.662,BR32,ES,BR32004,Montanha,BR3202,Litoral Norte Espírito-Santense,0,7749,IBGE (2015), ,,0
BR320430,Presidente Kennedy,3204302,583.933,BR32,ES,BR32013,Itapemirim,BR3204,Sul Espírito-Santense,0,11309,IBGE (2015), ,,0
BR320435,Rio Bananal,3204351,642.229,BR32,ES,BR32006,Linhares,BR3202,Litoral Norte Espírito-Santense,0,19181,IBGE (2015), ,,0
BR320440,Rio Novo do Sul,3204401,204.358,BR32,ES,BR32010,Guarapari,BR3203,Central Espírito-Santense,0,12045,IBGE (2015), ,,0
BR320450,Santa Leopoldina,3204500,718.097,BR32,ES,BR32008,Santa Teresa,BR3203,Central Espírito-Santense,0,12885,IBGE (2015), ,,0
BR320455,Santa Maria de Jetibá,3204559,735.579,BR32,ES,BR32008,Santa Teresa,BR3203,Central Espírito-Santense,0,38850,IBGE (2015), ,,0
BR320460,Santa Teresa,3204609,683.157,BR32,ES,BR32008,Santa Teresa,BR3203,Central Espírito-Santense,0,23735,IBGE (2015), ,,0
BR320465,São Domingos do Norte,3204658,298.708,BR32,ES,BR32003,Colatina,BR3201,Noroeste Espírito-Santense,0,8709,IBGE (2015), ,,0
BR320470,São Gabriel da Palha,3204708,434.887,BR32,ES,BR32002,Nova Venécia,BR3201,Noroeste Espírito-Santense,0,36328,IBGE (2015), ,,0
BR320480,São José do Calçado,3204807,273.489,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,11012,IBGE (2015), ,,0
BR320490,São Mateus,3204906,2338.728,BR32,ES,BR32005,São Mateus,BR3202,Litoral Norte Espírito-Santense,0,124575,IBGE (2015), ,,0
BR320495,São Roque do Canaã,3204955,342.006,BR32,ES,BR32008,Santa Teresa,BR3203,Central Espírito-Santense,0,12384,IBGE (2015),Minas Gerais e Espírito Santo,Integral,1
BR320500,Serra,3205002,547.637,BR32,ES,BR32009,Vitória,BR3203,Central Espírito-Santense,0,485376,IBGE (2015), ,,0
BR320501,Sooretama,3205010,586.417,BR32,ES,BR32006,Linhares,BR3202,Litoral Norte Espírito-Santense,0,27966,IBGE (2015), ,,0
BR320503,Vargem Alta,3205036,413.631,BR32,ES,BR32012,Cachoeiro de Itapemirim,BR3204,Sul Espírito-Santense,0,21141,IBGE (2015), ,,0
BR320506,Venda Nova do Imigrante,3205069,185.909,BR32,ES,BR32007,Afonso Cláudio,BR3203,Central Espírito-Santense,0,23744,IBGE (2015), ,,0
BR320510,Viana,3205101,312.745,BR32,ES,BR32009,Vitória,BR3203,Central Espírito-Santense,0,74499,IBGE (2015), ,,0
BR320515,Vila Pavão,3205150,433.257,BR32,ES,BR32002,Nova Venécia,BR3201,Noroeste Espírito-Santense,0,9368,IBGE (2015), ,,0
BR320517,Vila Valério,3205176,470.096,BR32,ES,BR32002,Nova Venécia,BR3201,Noroeste Espírito-Santense,0,14657,IBGE (2015), ,,0
BR320520,Vila Velha,3205200,209.965,BR32,ES,BR32009,Vitória,BR3203,Central Espírito-Santense,0,472762,IBGE (2015), ,,0
BR320530,Vitória,3205309,96.536,BR32,ES,BR32009,Vitória,BR3203,Central Espírito-Santense,1,355875,IBGE (2015), ,,0
BR330010,Angra dos Reis,3300100,825.082,BR33,RJ,BR33013,Baía da Ilha Grande,BR3305,Sul Fluminense,0,188276,IBGE (2015), ,,0
BR330015,Aperibé,3300159,94.636,BR33,RJ,BR33002,Santo Antônio de Pádua,BR3301,Noroeste Fluminense,0,11023,IBGE (2015), ,,0
BR330020,Araruama,3300209,638.023,BR33,RJ,BR33010,Lagos,BR3304,Baixadas,0,122865,IBGE (2015), ,,0
BR330022,Areal,3300225,110.919,BR33,RJ,BR33005,Três Rios,BR3303,Centro Fluminense,0,11970,IBGE (2015), ,,0
BR330023,Armação dos Búzios,3300233,70.278,BR33,RJ,BR33010,Lagos,BR3304,Baixadas,0,31067,IBGE (2015), ,,0
BR330025,Arraial do Cabo,3300258,160.276,BR33,RJ,BR33010,Lagos,BR3304,Baixadas,0,29097,IBGE (2015), ,,0
BR330030,Barra do Piraí,3300308,578.965,BR33,RJ,BR33012,Barra do Piraí,BR3305,Sul Fluminense,0,96865,IBGE (2015), ,,0
BR330040,Barra Mansa,3300407,547.196,BR33,RJ,BR33011,Vale do Paraíba Fluminense,BR3305,Sul Fluminense,0,179915,IBGE (2015), ,,0
BR330045,Belford Roxo,3300456,77.815,BR33,RJ,BR33018,Rio de Janeiro,BR3306,Metropolitana do Rio de Janeiro,0,481127,IBGE (2015), ,,0
BR330050,Bom Jardim,3300506,384.639,BR33,RJ,BR33007,Nova Friburgo,BR3303,Centro Fluminense,0,26278,IBGE (2015), ,,0
